"id","DEATHS"
1,139.612606182922
2,18.4450587457755
3,49.2251589734171
4,83.1220801320041
5,45.7130130176661
6,59.6225393768803
7,60.2803225523017
8,3.57829436419536
9,64.5898166928422
10,21.3357178600066
11,88.8114052001667
12,84.6535893806484
13,60.7152022658517
14,-0.726033099490739
15,43.7938826266793
16,95.2950212629918
17,270.37372312546
18,71.7246320755228
19,64.1927349025644
20,54.0975220815631
21,39.0456731749821
22,1.40691304333345
23,28.3792825399591
24,50.0117235198083
25,28.6953706555842
26,95.9710909825956
27,182.047476230296
28,70.3807223788295
29,13.5622590459078
30,46.9219619594841
31,65.9466804634674
32,48.2407097621554
33,26.5231931308667
34,90.9937594914617
35,207.482600578074
36,32.93636295791
37,150.023815945684
38,19.5006043342407
39,50.7475306799197
40,2.22988854369507
41,33.2597822634221
42,63.7555012515447
43,143.622697312728
44,44.190336179233
45,82.5455308147863
46,156.711561884491
47,24.8925636535257
48,2.77125728963372
49,171.546988220151
50,102.646047062081
51,166.319243328264
52,187.826787143764
53,13.5018445977969
54,31.343551012423
55,104.963115398001
56,45.1029914697525
57,33.2262755859004
58,30.3372346337011
59,151.632706458582
60,40.4331445055219
61,276.608636170411
62,139.198357219
63,79.5243681350347
64,38.7083250129588
65,11.6652652359063
66,62.0044637884547
67,142.499887749071
68,115.752498932648
69,130.282421756404
70,210.761675092268
71,117.096805531436
72,115.863638526016
73,53.9722360971529
74,24.9805921579308
75,81.7853581717022
76,51.0725311400092
77,87.6978596125388
78,27.4894550617854
79,74.4912543441042
80,96.3174929539806
81,99.56278301664
82,122.715883651413
83,34.026481813712
84,35.3810360014777
85,49.6542716824836
86,99.5299457979023
87,184.557354372984
88,19.2648468624034
89,60.0785420274744
90,32.9731370831128
91,73.6339309952216
92,59.4496496059443
93,122.506427855029
94,50.2415769065724
95,35.6853152280615
96,53.9042547149398
97,43.1064174352922
98,10.8844459816988
99,73.8182031949543
100,179.663314463033
101,74.8524207128913
102,21.8094877877693
103,25.4443766409629
104,77.1085687108062
105,46.7245512123548
106,45.6061173608866
107,63.6637031815676
108,17.0962907566693
109,251.053919717027
110,11.5682478494342
111,247.370210156861
112,32.379491699911
113,174.93048886726
114,46.4097005163531
115,22.7116866649632
116,147.386963898393
117,90.0326068386281
118,125.049743032912
119,22.5696320758366
120,11.1017953594371
121,51.6422694329583
122,23.2109667435904
123,255.411460512817
124,30.3401483583765
125,64.1883214328908
126,38.9486281630893
127,14.0750415859705
128,84.7869948338568
129,55.6586135170011
130,0.0408349166156832
131,133.283832620425
132,37.6592244863802
133,64.0541389374635
134,39.6787439692629
135,8.57528546727817
136,1.27252480520067
137,20.6910968995038
138,81.5351579803677
139,82.0620060390721
140,15.0816020408756
141,103.518911759187
142,4.76856839689861
143,64.7860317486728
144,38.411869464435
145,6.70326162432705
146,8.38204548144255
147,31.9201053133544
148,125.042328468256
149,36.8026017612365
150,90.4880452494209
151,27.2588793009711
152,183.939058617042
153,80.172816024727
154,65.2922644227553
155,72.8455492485665
156,41.6121394182597
157,58.12026310422
158,7.06518287650666
159,51.4567870293735
160,174.658791508026
161,79.1433626177078
162,6.59841748982459
163,126.931552477836
164,183.252933002519
165,66.7306460398117
166,39.04277646209
167,45.9403357583067
168,30.2420607563194
169,41.8680371511697
170,65.0464441192706
171,184.787154203706
172,150.838515393194
173,63.3929261932147
174,47.2505586732738
175,48.5476426088907
176,18.1384224193652
177,78.1809064562329
178,82.5278290574882
179,73.2839004318016
180,13.1599511842411
181,142.674722311062
182,128.012262532797
183,41.410803002035
184,85.8091454957788
185,5.58759371583926
186,67.2443548350663
187,62.069993537519
188,245.383567486994
189,3.57829436419536
190,15.7296414331283
191,24.6784849667241
192,85.3352791399818
193,166.022976199961
194,10.4734330740642
195,95.6198970944972
196,92.7810016429537
197,30.4257103612286
198,206.938050027995
199,70.6773349342669
200,87.2541082480014
201,10.7300893086025
202,49.3806898372057
203,36.5270600924752
204,13.687313188238
205,29.9159873935575
206,42.3100158651507
207,140.335107826797
208,80.2667583121947
209,26.9495304325424
210,15.7093549395807
211,190.575191841816
212,14.8727380999234
213,134.713888921696
214,91.3719801419602
215,-3.41185273402176
216,89.1889002474044
217,77.4531078176407
218,9.47272759141324
219,47.5510949633116
220,23.7939403808164
221,4.18477032386562
222,80.5143588388316
223,54.3373401624575
224,137.947291957121
225,279.666264356907
226,1.9418598645117
227,34.106886497847
228,219.904001077288
229,129.250661722443
230,31.7632990244482
231,94.8882981935814
232,70.8954947335406
233,-5.13176179982786
234,56.6889951149893
235,80.5608880300988
236,94.6512258392856
237,64.7683949072819
238,3.33404782498813
239,126.285108057793
240,35.1896552785161
